ORF	Gene
YGR270W	YTA7
YPR107C	YTH1
YOR272W	YTM1
YNL237W	YTP1
YJR099W	YUH1
YJL139C	YUR1
YOR087W	YVC1
YIR026C	YVH1
YJL056C	ZAP1
YMR273C	ZDS1
YML109W	ZDS2
YOL109W	ZEO1
YNL310C	ZIM17
YDR285W	ZIP1
YGL249W	ZIP2
YGR211W	ZPR1
YOL154W	ZPS1
YMR243C	ZRC1
YNR039C	ZRG17
YER033C	ZRG8
YGL255W	ZRT1
YLR130C	ZRT2
YKL175W	ZRT3
YBR046C	ZTA1
YGR285C	ZUO1
YNL241C	ZWF1
Q0255	Q0255
YAL018C	YAL018C
YAL037C-A	YAL037C-A
YAL037W	YAL037W
YAL044W-A	YAL044W-A
YAL063C-A	YAL063C-A
YAL064W	YAL064W
YAL064W-B	YAL064W-B
YAL065C	YAL065C
YAL067W-A	YAL067W-A
YAR009C	YAR009C
YAR010C	YAR010C
YAR023C	YAR023C
YAR028W	YAR028W
YAR029W	YAR029W
YAR035C-A	YAR035C-A
YAR061W	YAR061W
YAR062W	YAR062W
YAR064W	YAR064W
YAR066W	YAR066W
YAR068W	YAR068W
YBL005W-A	YBL005W-A
YBL005W-B	YBL005W-B
YBL008W-A	YBL008W-A
YBL010C	YBL010C
YBL028C	YBL028C
YBL029C-A	YBL029C-A
YBL029W	YBL029W
YBL036C	YBL036C
YBL039W-B	YBL039W-B
YBL044W	YBL044W
YBL055C	YBL055C
YBL059W	YBL059W
YBL071C-B	YBL071C-B
YBL081W	YBL081W
YBL086C	YBL086C
YBL095W	YBL095W
YBL100W-A	YBL100W-A
YBL100W-B	YBL100W-B
YBL100W-C	YBL100W-C
YBL111C	YBL111C
YBL112C	YBL112C
YBL113C	YBL113C
YBR012W-A	YBR012W-A
YBR012W-B	YBR012W-B
YBR013C	YBR013C
YBR016W	YBR016W
YBR053C	YBR053C
YBR056W	YBR056W
YBR056W-A	YBR056W-A
YBR062C	YBR062C
YBR063C	YBR063C
YBR071W	YBR071W
YBR072C-A	YBR072C-A
YBR074W	YBR074W
YBR085C-A	YBR085C-A
YBR090C	YBR090C
YBR096W	YBR096W
YBR126W-A	YBR126W-A
YBR137W	YBR137W
YBR138C	YBR138C
YBR139W	YBR139W
YBR141C	YBR141C
YBR182C-A	YBR182C-A
YBR184W	YBR184W
YBR196C-A	YBR196C-A
YBR196C-B	YBR196C-B
YBR197C	YBR197C
YBR200W-A	YBR200W-A
YBR201C-A	YBR201C-A
YBR219C	YBR219C
YBR220C	YBR220C
YBR221W-A	YBR221W-A
YBR225W	YBR225W
YBR230W-A	YBR230W-A
YBR238C	YBR238C
YBR241C	YBR241C
YBR242W	YBR242W
YBR255C-A	YBR255C-A
YBR259W	YBR259W
YBR284W	YBR284W
YBR285W	YBR285W
YBR287W	YBR287W
YBR296C-A	YBR296C-A
YBR298C-A	YBR298C-A
YCL001W-A	YCL001W-A
YCL001W-B	YCL001W-B
YCL002C	YCL002C
YCL012C	YCL012C
YCL019W	YCL019W
YCL020W	YCL020W
YCL021W-A	YCL021W-A
YCL042W	YCL042W
YCL048W-A	YCL048W-A
YCL049C	YCL049C
YCL068C	YCL068C
YCL074W	YCL074W
YCL075W	YCL075W
YCR007C	YCR007C
YCR015C	YCR015C
YCR016W	YCR016W
YCR023C	YCR023C
YCR024C-B	YCR024C-B
YCR043C	YCR043C
YCR050C	YCR050C
YCR051W	YCR051W
YCR061W	YCR061W
YCR075W-A	YCR075W-A
YCR087C-A	YCR087C-A
YCR090C	YCR090C
YCR095W-A	YCR095W-A
YCR099C	YCR099C
YCR100C	YCR100C
YCR101C	YCR101C
YCR102C	YCR102C
YCR108C	YCR108C
YDL007C-A	YDL007C-A
YDL009C	YDL009C
YDL012C	YDL012C
YDL022C-A	YDL022C-A
YDL027C	YDL027C
YDL057W	YDL057W
YDL073W	YDL073W
YDL085C-A	YDL085C-A
YDL086W	YDL086W
YDL109C	YDL109C
YDL114W	YDL114W
YDL119C	YDL119C
YDL121C	YDL121C
YDL124W	YDL124W
YDL129W	YDL129W
YDL144C	YDL144C
YDL157C	YDL157C
YDL159W-A	YDL159W-A
YDL176W	YDL176W
YDL177C	YDL177C
YDL180W	YDL180W
YDL183C	YDL183C
YDL186W	YDL186W
YDL199C	YDL199C
YDL206W	YDL206W
YDL211C	YDL211C
YDL218W	YDL218W
YDL241W	YDL241W
YDR003W-A	YDR003W-A
YDR018C	YDR018C
YDR034C-A	YDR034C-A
YDR034C-C	YDR034C-C
YDR034C-D	YDR034C-D
YDR034W-B	YDR034W-B
YDR042C	YDR042C
YDR056C	YDR056C
YDR061W	YDR061W
YDR089W	YDR089W
YDR090C	YDR090C
YDR098C-A	YDR098C-A
YDR098C-B	YDR098C-B
YDR109C	YDR109C
YDR114C	YDR114C
YDR115W	YDR115W
YDR124W	YDR124W
YDR131C	YDR131C
YDR132C	YDR132C
YDR134C	YDR134C
YDR161W	YDR161W
YDR169C-A	YDR169C-A
YDR170W-A	YDR170W-A
YDR179W-A	YDR179W-A
YDR182W-A	YDR182W-A
YDR186C	YDR186C
YDR194W-A	YDR194W-A
YDR210C-C	YDR210C-C
YDR210C-D	YDR210C-D
YDR210W	YDR210W
YDR210W-A	YDR210W-A
YDR210W-B	YDR210W-B
YDR222W	YDR222W
YDR239C	YDR239C
YDR246W-A	YDR246W-A
YDR248C	YDR248C
YDR249C	YDR249C
YDR261C-C	YDR261C-C
YDR261C-D	YDR261C-D
YDR261W-A	YDR261W-A
YDR261W-B	YDR261W-B
YDR262W	YDR262W
YDR282C	YDR282C
YDR286C	YDR286C
YDR306C	YDR306C
YDR316W-A	YDR316W-A
YDR316W-B	YDR316W-B
YDR333C	YDR333C
YDR336W	YDR336W
YDR338C	YDR338C
YDR341C	YDR341C
YDR365W-A	YDR365W-A
YDR365W-B	YDR365W-B
YDR366C	YDR366C
YDR370C	YDR370C
YDR374C	YDR374C
YDR379C-A	YDR379C-A
YDR381C-A	YDR381C-A
YDR387C	YDR387C
YDR391C	YDR391C
YDR415C	YDR415C
YDR444W	YDR444W
YDR461C-A	YDR461C-A
YDR476C	YDR476C
YDR514C	YDR514C
YDR524C-B	YDR524C-B
YDR524W-C	YDR524W-C
YDR541C	YDR541C
YEL020C	YEL020C
YEL023C	YEL023C
YEL025C	YEL025C
YEL043W	YEL043W
YEL057C	YEL057C
YEL067C	YEL067C
YEL068C	YEL068C
YEL073C	YEL073C
YEL075C	YEL075C
YEL076C	YEL076C
YEL076C-A	YEL076C-A
YEL077C	YEL077C
YER010C	YER010C
YER034W	YER034W
YER039C-A	YER039C-A
YER053C-A	YER053C-A
YER076C	YER076C
YER077C	YER077C
YER078W-A	YER078W-A
YER079W	YER079W
YER084W	YER084W
YER085C	YER085C
YER121W	YER121W
YER130C	YER130C
YER134C	YER134C
YER137C	YER137C
YER137C-A	YER137C-A
YER138C	YER138C
YER138W-A	YER138W-A
YER152C	YER152C
YER156C	YER156C
YER158C	YER158C
YER159C-A	YER159C-A
YER160C	YER160C
YER175W-A	YER175W-A
YER184C	YER184C
YER186C	YER186C
YER187W	YER187W
YER188C-A	YER188C-A
YER189W	YER189W
YER190C-B	YER190C-B
YFL002W-A	YFL002W-A
YFL002W-B	YFL002W-B
YFL012W	YFL012W
YFL034W	YFL034W
YFL040W	YFL040W
YFL041W-A	YFL041W-A
YFL042C	YFL042C
YFL051C	YFL051C
YFL052W	YFL052W
YFL054C	YFL054C
YFL064C	YFL064C
YFL065C	YFL065C
YFL066C	YFL066C
YFL067W	YFL067W
YFL068W	YFL068W
YFR006W	YFR006W
YFR012W-A	YFR012W-A
YFR016C	YFR016C
YFR018C	YFR018C
YFR020W	YFR020W
YFR032C-B	YFR032C-B
YFR035C	YFR035C
YFR039C	YFR039C
YFR045W	YFR045W
YFR057W	YFR057W
YGL006W-A	YGL006W-A
YGL007C-A	YGL007C-A
YGL010W	YGL010W
YGL015C	YGL015C
YGL036W	YGL036W
YGL039W	YGL039W
YGL041C-B	YGL041C-B
YGL041W-A	YGL041W-A
YGL081W	YGL081W
YGL082W	YGL082W
YGL101W	YGL101W
YGL108C	YGL108C
YGL114W	YGL114W
YGL117W	YGL117W
YGL138C	YGL138C
YGL140C	YGL140C
YGL159W	YGL159W
YGL176C	YGL176C
YGL185C	YGL185C
YGL188C-A	YGL188C-A
YGL193C	YGL193C
YGL194C-A	YGL194C-A
YGL204C	YGL204C
YGL230C	YGL230C
YGL235W	YGL235W
YGL242C	YGL242C
YGL258W-A	YGL258W-A
YGL260W	YGL260W
YGL262W	YGL262W
YGR001C	YGR001C
YGR012W	YGR012W
YGR015C	YGR015C
YGR016W	YGR016W
YGR017W	YGR017W
YGR018C	YGR018C
YGR021W	YGR021W
YGR026W	YGR026W
YGR027W-A	YGR027W-A
YGR027W-B	YGR027W-B
YGR035C	YGR035C
YGR035W-A	YGR035W-A
YGR038C-A	YGR038C-A
YGR038C-B	YGR038C-B
YGR042W	YGR042W
YGR050C	YGR050C
YGR053C	YGR053C
YGR054W	YGR054W
YGR066C	YGR066C
YGR067C	YGR067C
YGR079W	YGR079W
YGR093W	YGR093W
YGR109W-A	YGR109W-A
YGR109W-B	YGR109W-B
YGR111W	YGR111W
YGR117C	YGR117C
YGR121W-A	YGR121W-A
YGR122W	YGR122W
YGR125W	YGR125W
YGR126W	YGR126W
YGR127W	YGR127W
YGR130C	YGR130C
YGR146C-A	YGR146C-A
YGR149W	YGR149W
YGR153W	YGR153W
YGR161C-C	YGR161C-C
YGR161C-D	YGR161C-D
YGR161W-A	YGR161W-A
YGR161W-B	YGR161W-B
YGR161W-C	YGR161W-C
YGR168C	YGR168C
YGR169C-A	YGR169C-A
YGR174W-A	YGR174W-A
YGR201C	YGR201C
YGR204C-A	YGR204C-A
YGR210C	YGR210C
YGR237C	YGR237C
YGR240C-A	YGR240C-A
YGR250C	YGR250C
YGR266W	YGR266W
YGR273C	YGR273C
YGR283C	YGR283C
YHL008C	YHL008C
YHL009W-A	YHL009W-A
YHL009W-B	YHL009W-B
YHL012W	YHL012W
YHL015W-A	YHL015W-A
YHL017W	YHL017W
YHL018W	YHL018W
YHL026C	YHL026C
YHL042W	YHL042W
YHL044W	YHL044W
YHL048C-A	YHL048C-A
YHL049C	YHL049C
YHL050C	YHL050C
YHR003C	YHR003C
YHR007C-A	YHR007C-A
YHR020W	YHR020W
YHR022C	YHR022C
YHR022C-A	YHR022C-A
YHR033W	YHR033W
YHR035W	YHR035W
YHR045W	YHR045W
YHR050W-A	YHR050W-A
YHR054C	YHR054C
YHR078W	YHR078W
YHR080C	YHR080C
YHR086W-A	YHR086W-A
YHR097C	YHR097C
YHR112C	YHR112C
YHR127W	YHR127W
YHR131C	YHR131C
YHR138C	YHR138C
YHR140W	YHR140W
YHR173C	YHR173C
YHR175W-A	YHR175W-A
YHR177W	YHR177W
YHR182W	YHR182W
YHR202W	YHR202W
YHR210C	YHR210C
YHR212W-A	YHR212W-A
YHR213W	YHR213W
YHR213W-A	YHR213W-A
YHR213W-B	YHR213W-B
YHR214C-B	YHR214C-B
YHR214C-C	YHR214C-C
YHR214C-D	YHR214C-D
YHR214C-E	YHR214C-E
YHR214W	YHR214W
YHR218W	YHR218W
YHR219W	YHR219W
YIL001W	YIL001W
YIL002W-A	YIL002W-A
YIL014C-A	YIL014C-A
YIL024C	YIL024C
YIL029C	YIL029C
YIL046W-A	YIL046W-A
YIL054W	YIL054W
YIL055C	YIL055C
YIL060W	YIL060W
YIL067C	YIL067C
YIL077C	YIL077C
YIL080W	YIL080W
YIL082W-A	YIL082W-A
YIL089W	YIL089W
YIL092W	YIL092W
YIL096C	YIL096C
YIL102C	YIL102C
YIL102C-A	YIL102C-A
YIL105W-A	YIL105W-A
YIL108W	YIL108W
YIL134C-A	YIL134C-A
YIL151C	YIL151C
YIL152W	YIL152W
YIL156W-B	YIL156W-B
YIL161W	YIL161W
YIL163C	YIL163C
YIL165C	YIL165C
YIL166C	YIL166C
YIL168W	YIL168W
YIL169C	YIL169C
YIL171W	YIL171W
YIL174W	YIL174W
YIL175W	YIL175W
YIL177C	YIL177C
YIR007W	YIR007W
YIR014W	YIR014W
YIR016W	YIR016W
YIR018C-A	YIR018C-A
YIR020C	YIR020C
YIR021W-A	YIR021W-A
YIR024C	YIR024C
YIR035C	YIR035C
YIR042C	YIR042C
YIR043C	YIR043C
YIR044C	YIR044C
YJL016W	YJL016W
YJL027C	YJL027C
YJL028W	YJL028W
YJL043W	YJL043W
YJL045W	YJL045W
YJL047C-A	YJL047C-A
YJL049W	YJL049W
YJL052C-A	YJL052C-A
YJL055W	YJL055W
YJL068C	YJL068C
YJL070C	YJL070C
YJL077W-A	YJL077W-A
YJL077W-B	YJL077W-B
YJL107C	YJL107C
YJL113W	YJL113W
YJL114W	YJL114W
YJL118W	YJL118W
YJL127C-B	YJL127C-B
YJL132W	YJL132W
YJL133C-A	YJL133C-A
YJL136W-A	YJL136W-A
YJL144W	YJL144W
YJL147C	YJL147C
YJL160C	YJL160C
YJL163C	YJL163C
YJL171C	YJL171C
YJL181W	YJL181W
YJL193W	YJL193W
YJL206C	YJL206C
YJL213W	YJL213W
YJL218W	YJL218W
YJL225C	YJL225C
YJR003C	YJR003C
YJR005C-A	YJR005C-A
YJR011C	YJR011C
YJR012C	YJR012C
YJR015W	YJR015W
YJR026W	YJR026W
YJR027W	YJR027W
YJR028W	YJR028W
YJR029W	YJR029W
YJR030C	YJR030C
YJR039W	YJR039W
YJR056C	YJR056C
YJR061W	YJR061W
YJR079W	YJR079W
YJR084W	YJR084W
YJR085C	YJR085C
YJR096W	YJR096W
YJR098C	YJR098C
YJR107W	YJR107W
YJR111C	YJR111C
YJR112W-A	YJR112W-A
YJR115W	YJR115W
YJR120W	YJR120W
YJR124C	YJR124C
YJR129C	YJR129C
YJR141W	YJR141W
YJR142W	YJR142W
YJR146W	YJR146W
YJR149W	YJR149W
YJR151W-A	YJR151W-A
YJR154W	YJR154W
YKL018C-A	YKL018C-A
YKL023C-A	YKL023C-A
YKL023W	YKL023W
YKL027W	YKL027W
YKL033W-A	YKL033W-A
YKL044W	YKL044W
YKL050C	YKL050C
YKL063C	YKL063C
YKL065W-A	YKL065W-A
YKL068W-A	YKL068W-A
YKL069W	YKL069W
YKL070W	YKL070W
YKL071W	YKL071W
YKL075C	YKL075C
YKL077W	YKL077W
YKL091C	YKL091C
YKL096C-B	YKL096C-B
YKL100C	YKL100C
YKL106C-A	YKL106C-A
YKL107W	YKL107W
YKL133C	YKL133C
YKL151C	YKL151C
YKL162C	YKL162C
YKL183C-A	YKL183C-A
YKL187C	YKL187C
YKL222C	YKL222C
YKR005C	YKR005C
YKR011C	YKR011C
YKR015C	YKR015C
YKR018C	YKR018C
YKR023W	YKR023W
YKR041W	YKR041W
YKR045C	YKR045C
YKR051W	YKR051W
YKR070W	YKR070W
YKR075C	YKR075C
YKR078W	YKR078W
YKR104W	YKR104W
YLL006W-A	YLL006W-A
YLL007C	YLL007C
YLL017W	YLL017W
YLL032C	YLL032C
YLL053C	YLL053C
YLL054C	YLL054C
YLL056C	YLL056C
YLL058W	YLL058W
YLL066C	YLL066C
YLL066W-B	YLL066W-B
YLL067C	YLL067C
YLR001C	YLR001C
YLR012C	YLR012C
YLR030W	YLR030W
YLR031W	YLR031W
YLR035C-A	YLR035C-A
YLR036C	YLR036C
YLR040C	YLR040C
YLR042C	YLR042C
YLR046C	YLR046C
YLR049C	YLR049C
YLR050C	YLR050C
YLR053C	YLR053C
YLR063W	YLR063W
YLR072W	YLR072W
YLR108C	YLR108C
YLR118C	YLR118C
YLR125W	YLR125W
YLR126C	YLR126C
YLR146W-A	YLR146W-A
YLR149C	YLR149C
YLR152C	YLR152C
YLR154C-G	YLR154C-G
YLR154C-H	YLR154C-H
YLR156C-A	YLR156C-A
YLR156W	YLR156W
YLR157C-A	YLR157C-A
YLR157C-B	YLR157C-B
YLR157C-C	YLR157C-C
YLR157W-D	YLR157W-D
YLR157W-E	YLR157W-E
YLR159C-A	YLR159C-A
YLR159W	YLR159W
YLR161W	YLR161W
YLR162W	YLR162W
YLR173W	YLR173W
YLR177W	YLR177W
YLR179C	YLR179C
YLR194C	YLR194C
YLR211C	YLR211C
YLR224W	YLR224W
YLR225C	YLR225C
YLR227W-A	YLR227W-A
YLR227W-B	YLR227W-B
YLR241W	YLR241W
YLR253W	YLR253W
YLR256W-A	YLR256W-A
YLR257W	YLR257W
YLR264C-A	YLR264C-A
YLR271W	YLR271W
YLR278C	YLR278C
YLR281C	YLR281C
YLR283W	YLR283W
YLR285C-A	YLR285C-A
YLR287C	YLR287C
YLR290C	YLR290C
YLR297W	YLR297W
YLR307C-A	YLR307C-A
YLR312C	YLR312C
YLR326W	YLR326W
YLR342W-A	YLR342W-A
YLR345W	YLR345W
YLR346C	YLR346C
YLR352W	YLR352W
YLR358C	YLR358C
YLR361C-A	YLR361C-A
YLR363W-A	YLR363W-A
YLR406C-A	YLR406C-A
YLR407W	YLR407W
YLR410W-A	YLR410W-A
YLR410W-B	YLR410W-B
YLR412C-A	YLR412C-A
YLR413W	YLR413W
YLR415C	YLR415C
YLR419W	YLR419W
YLR422W	YLR422W
YLR446W	YLR446W
YLR455W	YLR455W
YLR456W	YLR456W
YLR460C	YLR460C
YLR462W	YLR462W
YLR464W	YLR464W
YML002W	YML002W
YML003W	YML003W
YML007C-A	YML007C-A
YML018C	YML018C
YML020W	YML020W
YML037C	YML037C
YML039W	YML039W
YML040W	YML040W
YML045W	YML045W
YML045W-A	YML045W-A
YML053C	YML053C
YML054C-A	YML054C-A
YML079W	YML079W
YML082W	YML082W
YML083C	YML083C
YML096W	YML096W
YML100W-A	YML100W-A
YML108W	YML108W
YML119W	YML119W
YML131W	YML131W
YML133C	YML133C
YMR001C-A	YMR001C-A
YMR010W	YMR010W
YMR018W	YMR018W
YMR027W	YMR027W
YMR030W-A	YMR030W-A
YMR034C	YMR034C
YMR045C	YMR045C
YMR046C	YMR046C
YMR050C	YMR050C
YMR051C	YMR051C
YMR074C	YMR074C
YMR084W	YMR084W
YMR085W	YMR085W
YMR087W	YMR087W
YMR090W	YMR090W
YMR099C	YMR099C
YMR102C	YMR102C
YMR105W-A	YMR105W-A
YMR111C	YMR111C
YMR114C	YMR114C
YMR122W-A	YMR122W-A
YMR124W	YMR124W
YMR130W	YMR130W
YMR134W	YMR134W
YMR144W	YMR144W
YMR147W	YMR147W
YMR155W	YMR155W
YMR158C-A	YMR158C-A
YMR160W	YMR160W
YMR166C	YMR166C
YMR175W-A	YMR175W-A
YMR178W	YMR178W
YMR181C	YMR181C
YMR182W-A	YMR182W-A
YMR185W	YMR185W
YMR187C	YMR187C
YMR196W	YMR196W
YMR206W	YMR206W
YMR209C	YMR209C
YMR210W	YMR210W
YMR221C	YMR221C
YMR226C	YMR226C
YMR230W-A	YMR230W-A
YMR242W-A	YMR242W-A
YMR244W	YMR244W
YMR247W-A	YMR247W-A
YMR252C	YMR252C
YMR253C	YMR253C
YMR262W	YMR262W
YMR265C	YMR265C
YMR272W-B	YMR272W-B
YMR279C	YMR279C
YMR295C	YMR295C
YMR310C	YMR310C
YMR315W	YMR315W
YMR315W-A	YMR315W-A
YMR316C-A	YMR316C-A
YMR317W	YMR317W
YMR321C	YMR321C
YNL010W	YNL010W
YNL011C	YNL011C
YNL018C	YNL018C
YNL019C	YNL019C
YNL022C	YNL022C
YNL024C	YNL024C
YNL033W	YNL033W
YNL034W	YNL034W
YNL035C	YNL035C
YNL040W	YNL040W
YNL042W-B	YNL042W-B
YNL046W	YNL046W
YNL050C	YNL050C
YNL054W-A	YNL054W-A
YNL054W-B	YNL054W-B
YNL058C	YNL058C
YNL067W-B	YNL067W-B
YNL092W	YNL092W
YNL095C	YNL095C
YNL097C-B	YNL097C-B
YNL108C	YNL108C
YNL115C	YNL115C
YNL122C	YNL122C
YNL134C	YNL134C
YNL140C	YNL140C
YNL143C	YNL143C
YNL144C	YNL144C
YNL146C-A	YNL146C-A
YNL146W	YNL146W
YNL155W	YNL155W
YNL162W-A	YNL162W-A
YNL165W	YNL165W
YNL181W	YNL181W
YNL184C	YNL184C
YNL190W	YNL190W
YNL193W	YNL193W
YNL194C	YNL194C
YNL195C	YNL195C
YNL200C	YNL200C
YNL208W	YNL208W
YNL211C	YNL211C
YNL217W	YNL217W
YNL234W	YNL234W
YNL247W	YNL247W
YNL277W-A	YNL277W-A
YNL284C-A	YNL284C-A
YNL284C-B	YNL284C-B
YNL295W	YNL295W
YNL320W	YNL320W
YNR014W	YNR014W
YNR021W	YNR021W
YNR029C	YNR029C
YNR034W-A	YNR034W-A
YNR040W	YNR040W
YNR048W	YNR048W
YNR061C	YNR061C
YNR062C	YNR062C
YNR063W	YNR063W
YNR064C	YNR064C
YNR065C	YNR065C
YNR066C	YNR066C
YNR068C	YNR068C
YNR071C	YNR071C
YNR073C	YNR073C
YNR075C-A	YNR075C-A
YNR077C	YNR077C
YOL013W-A	YOL013W-A
YOL014W	YOL014W
YOL019W	YOL019W
YOL019W-A	YOL019W-A
YOL024W	YOL024W
YOL029C	YOL029C
YOL036W	YOL036W
YOL038C-A	YOL038C-A
YOL047C	YOL047C
YOL057W	YOL057W
YOL073C	YOL073C
YOL075C	YOL075C
YOL097W-A	YOL097W-A
YOL098C	YOL098C
YOL103W-A	YOL103W-A
YOL103W-B	YOL103W-B
YOL107W	YOL107W
YOL114C	YOL114C
YOL131W	YOL131W
YOL153C	YOL153C
YOL155W-A	YOL155W-A
YOL159C	YOL159C
YOL159C-A	YOL159C-A
YOL162W	YOL162W
YOL163W	YOL163W
YOL164W-A	YOL164W-A
YOL166W-A	YOL166W-A
YOR008C-A	YOR008C-A
YOR011W-A	YOR011W-A
YOR012W	YOR012W
YOR019W	YOR019W
YOR020W-A	YOR020W-A
YOR022C	YOR022C
YOR032W-A	YOR032W-A
YOR034C-A	YOR034C-A
YOR052C	YOR052C
YOR059C	YOR059C
YOR062C	YOR062C
YOR072W-B	YOR072W-B
YOR093C	YOR093C
YOR097C	YOR097C
YOR105W	YOR105W
YOR111W	YOR111W
YOR114W	YOR114W
YOR131C	YOR131C
YOR142W-A	YOR142W-A
YOR142W-B	YOR142W-B
YOR152C	YOR152C
YOR161C-C	YOR161C-C
YOR186W	YOR186W
YOR192C-A	YOR192C-A
YOR192C-B	YOR192C-B
YOR192C-C	YOR192C-C
YOR214C	YOR214C
YOR223W	YOR223W
YOR228C	YOR228C
YOR238W	YOR238W
YOR268C	YOR268C
YOR283W	YOR283W
YOR289W	YOR289W
YOR292C	YOR292C
YOR293C-A	YOR293C-A
YOR296W	YOR296W
YOR302W	YOR302W
YOR304C-A	YOR304C-A
YOR316C-A	YOR316C-A
YOR338W	YOR338W
YOR342C	YOR342C
YOR343W-A	YOR343W-A
YOR343W-B	YOR343W-B
YOR365C	YOR365C
YOR376W-A	YOR376W-A
YOR378W	YOR378W
YOR381W-A	YOR381W-A
YOR385W	YOR385W
YOR387C	YOR387C
YOR389W	YOR389W
YOR390W	YOR390W
YOR394C-A	YOR394C-A
YPL014W	YPL014W
YPL034W	YPL034W
YPL038W-A	YPL038W-A
YPL039W	YPL039W
YPL041C	YPL041C
YPL060C-A	YPL060C-A
YPL067C	YPL067C
YPL068C	YPL068C
YPL071C	YPL071C
YPL077C	YPL077C
YPL088W	YPL088W
YPL107W	YPL107W
YPL108W	YPL108W
YPL109C	YPL109C
YPL113C	YPL113C
YPL119C-A	YPL119C-A
YPL150W	YPL150W
YPL152W-A	YPL152W-A
YPL162C	YPL162C
YPL168W	YPL168W
YPL191C	YPL191C
YPL199C	YPL199C
YPL216W	YPL216W
YPL225W	YPL225W
YPL229W	YPL229W
YPL245W	YPL245W
YPL247C	YPL247C
YPL257W	YPL257W
YPL257W-A	YPL257W-A
YPL257W-B	YPL257W-B
YPL260W	YPL260W
YPL264C	YPL264C
YPL272C	YPL272C
YPL276W	YPL276W
YPL277C	YPL277C
YPL278C	YPL278C
YPL279C	YPL279C
YPR003C	YPR003C
YPR010C-A	YPR010C-A
YPR011C	YPR011C
YPR013C	YPR013C
YPR015C	YPR015C
YPR022C	YPR022C
YPR027C	YPR027C
YPR036W-A	YPR036W-A
YPR063C	YPR063C
YPR071W	YPR071W
YPR078C	YPR078C
YPR084W	YPR084W
YPR089W	YPR089W
YPR096C	YPR096C
YPR097W	YPR097W
YPR098C	YPR098C
YPR108W-A	YPR108W-A
YPR109W	YPR109W
YPR114W	YPR114W
YPR117W	YPR117W
YPR127W	YPR127W
YPR137C-A	YPR137C-A
YPR137C-B	YPR137C-B
YPR145C-A	YPR145C-A
YPR147C	YPR147C
YPR148C	YPR148C
YPR153W	YPR153W
YPR158C-C	YPR158C-C
YPR158C-D	YPR158C-D
YPR158W-A	YPR158W-A
YPR158W-B	YPR158W-B
YPR159C-A	YPR159C-A
YPR170W-B	YPR170W-B
YPR172W	YPR172W
YPR174C	YPR174C
YPR196W	YPR196W
YPR202W	YPR202W
YPR203W	YPR203W
YPR204W	YPR204W
tA(AGC)D	tA(AGC)D
tA(AGC)F	tA(AGC)F
tA(AGC)G	tA(AGC)G
tA(AGC)H	tA(AGC)H
tA(AGC)J	tA(AGC)J
tA(AGC)K1	tA(AGC)K1
tA(AGC)K2	tA(AGC)K2
tA(AGC)L	tA(AGC)L
tA(AGC)M1	tA(AGC)M1
tA(AGC)M2	tA(AGC)M2
tA(AGC)P	tA(AGC)P
tA(UGC)A	tA(UGC)A
tA(UGC)E	tA(UGC)E
tA(UGC)G	tA(UGC)G
tA(UGC)L	tA(UGC)L
tA(UGC)O	tA(UGC)O
tA(UGC)Q	tA(UGC)Q
tC(GCA)B	tC(GCA)B
tC(GCA)G	tC(GCA)G
tC(GCA)P1	tC(GCA)P1
tC(GCA)P2	tC(GCA)P2
tC(GCA)Q	tC(GCA)Q
tD(GUC)B	tD(GUC)B
tD(GUC)D	tD(GUC)D
tD(GUC)G1	tD(GUC)G1
tD(GUC)G2	tD(GUC)G2
tD(GUC)I1	tD(GUC)I1
tD(GUC)I2	tD(GUC)I2
tD(GUC)J1	tD(GUC)J1
tD(GUC)J2	tD(GUC)J2
tD(GUC)J3	tD(GUC)J3
tD(GUC)J4	tD(GUC)J4
tD(GUC)K	tD(GUC)K
tD(GUC)L1	tD(GUC)L1
tD(GUC)L2	tD(GUC)L2
tD(GUC)M	tD(GUC)M
tD(GUC)N	tD(GUC)N
tD(GUC)O	tD(GUC)O
tD(GUC)Q	tD(GUC)Q
tE(CUC)D	tE(CUC)D
tE(CUC)I	tE(CUC)I
tE(UUC)B	tE(UUC)B
tE(UUC)C	tE(UUC)C
tE(UUC)E1	tE(UUC)E1
tE(UUC)E2	tE(UUC)E2
tE(UUC)E3	tE(UUC)E3
tE(UUC)G2	tE(UUC)G2
tE(UUC)G3	tE(UUC)G3
tE(UUC)I	tE(UUC)I
tE(UUC)J	tE(UUC)J
tE(UUC)K	tE(UUC)K
tE(UUC)L	tE(UUC)L
tE(UUC)M	tE(UUC)M
tE(UUC)P	tE(UUC)P
tE(UUC)Q	tE(UUC)Q
tF(GAA)B	tF(GAA)B
tF(GAA)D	tF(GAA)D
tF(GAA)F	tF(GAA)F
tF(GAA)G	tF(GAA)G
tF(GAA)H1	tF(GAA)H1
tF(GAA)H2	tF(GAA)H2
tF(GAA)M	tF(GAA)M
tF(GAA)N	tF(GAA)N
tF(GAA)P1	tF(GAA)P1
tF(GAA)P2	tF(GAA)P2
tF(GAA)Q	tF(GAA)Q
tG(GCC)B	tG(GCC)B
tG(GCC)D1	tG(GCC)D1
tG(GCC)D2	tG(GCC)D2
tG(GCC)E	tG(GCC)E
tG(GCC)F2	tG(GCC)F2
tG(GCC)G1	tG(GCC)G1
tG(GCC)G2	tG(GCC)G2
