YNL171C	0
YJR088C	YJR088C
YJR096W	YJR096W
YJR098C	YJR098C
YJR100C	YJR100C
YJR107W	YJR107W
YJR111C	YJR111C
YJR115W	YJR115W
YJR116W	YJR116W
YJR120W	YJR120W
YJR124C	YJR124C
YJR128W	YJR128W
YJR129C	YJR129C
YJR142W	YJR142W
YJR146W	YJR146W
YJR149W	YJR149W
YJR154W	YJR154W
YJR154W	YJR154W
YJR154W	YJR154W
YJR154W	YJR154W
YJR154W	YJR154W
YJR154W	YJR154W
YJR154W	YJR154W
YKL094W	YJU3
YLR200W	YKE2
YIL023C	YKE4
YKL023W	YKL023W
YKL027W	YKL027W
YKL030W	YKL030W
YKL031W	YKL031W
YKL033W-A	YKL033W-A
YKL037W	YKL037W
YKL044W	YKL044W
YKL047W	YKL047W
YKL050C	YKL050C
YKL053W	YKL053W
YKL061W	YKL061W
YKL063C	YKL063C
YKL066W	YKL066W
YKL069W	YKL069W
YKL070W	YKL070W
YKL071W	YKL071W
YKL075C	YKL075C
YKL077W	YKL077W
YKL091C	YKL091C
YKL097C	YKL097C
YKL100C	YKL100C
YKL102C	YKL102C
YKL105C	YKL105C
YKL107W	YKL107W
YKL115C	YKL115C
YKL121W	YKL121W
YKL123W	YKL123W
YKL131W	YKL131W
YKL133C	YKL133C
YKL136W	YKL136W
YKL137W	YKL137W
YKL147C	YKL147C
YKL151C	YKL151C
YKL158W	YKL158W
YKL161C	YKL161C
YKL162C	YKL162C
YKL171W	YKL171W
YKL177W	YKL177W
YKL187C	YKL187C
YKL200C	YKL200C
YKL202W	YKL202W
YKL207W	YKL207W
YKL215C	YKL215C
YKL222C	YKL222C
YKR005C	YKR005C
YKR011C	YKR011C
YKR012C	YKR012C
YKR015C	YKR015C
YKR017C	YKR017C
YKR018C	YKR018C
YKR023W	YKR023W
YKR032W	YKR032W
YKR033C	YKR033C
YKR035C	YKR035C
YKR040C	YKR040C
YKR041W	YKR041W
YKR043C	YKR043C
YKR045C	YKR045C
YKR047W	YKR047W
YKR051W	YKR051W
YKR070W	YKR070W
YKR074W	YKR074W
YKR077W	YKR077W
YKR078W	YKR078W
YKR096W	YKR096W
YKR104W	YKR104W
YKR105C	YKR105C
YKR106W	YKR106W
YKL199C	YKT9
YMR284W	YKU70
YMR106C	YKU80
YHL014C	YLF2
YPR125W	YLH47
YLL007C	YLL007C
YLL014W	YLL014W
YLL017W	YLL017W
YLL020C	YLL020C
YLL023C	YLL023C
YLL029W	YLL029W
YLL032C	YLL032C
YLL044W	YLL044W
YLL047W	YLL047W
YLL053C	YLL053C
YLL054C	YLL054C
YLL055W	YLL055W
YLL056C	YLL056C
YLL058W	YLL058W
YLL059C	YLL059C
YLR001C	YLR001C
YLR003C	YLR003C
YLR012C	YLR012C
YLR030W	YLR030W
YLR031W	YLR031W
YLR036C	YLR036C
YLR040C	YLR040C
YLR041W	YLR041W
YLR042C	YLR042C
YLR046C	YLR046C
YLR049C	YLR049C
YLR050C	YLR050C
YLR053C	YLR053C
YLR057W	YLR057W
YLR063W	YLR063W
YLR064W	YLR064W
YLR065C	YLR065C
YLR072W	YLR072W
YLR073C	YLR073C
YLR091W	YLR091W
YLR104W	YLR104W
YLR108C	YLR108C
YLR111W	YLR111W
YLR112W	YLR112W
YLR118C	YLR118C
YLR122C	YLR122C
YLR123C	YLR123C
YLR124W	YLR124W
YLR125W	YLR125W
YLR126C	YLR126C
YLR137W	YLR137W
YLR143W	YLR143W
YLR149C	YLR149C
YLR152C	YLR152C
YLR164W	YLR164W
YLR168C	YLR168C
YLR169W	YLR169W
YLR171W	YLR171W
YLR173W	YLR173W
YLR177W	YLR177W
YLR179C	YLR179C
YLR184W	YLR184W
YLR194C	YLR194C
YLR199C	YLR199C
YLR211C	YLR211C
YLR217W	YLR217W
YLR218C	YLR218C
YLR224W	YLR224W
YLR225C	YLR225C
YLR232W	YLR232W
YLR235C	YLR235C
YLR236C	YLR236C
YLR241W	YLR241W
YLR252W	YLR252W
YLR253W	YLR253W
YLR255C	YLR255C
YLR257W	YLR257W
YLR261C	YLR261C
YLR269C	YLR269C
YLR271W	YLR271W
YLR278C	YLR278C
YLR279W	YLR279W
YLR280C	YLR280C
YLR281C	YLR281C
YLR282C	YLR282C
YLR283W	YLR283W
YLR287C	YLR287C
YLR290C	YLR290C
YLR294C	YLR294C
YLR296W	YLR296W
YLR297W	YLR297W
YLR311C	YLR311C
YLR312C	YLR312C
YLR326W	YLR326W
YLR334C	YLR334C
YLR338W	YLR338W
YLR345W	YLR345W
YLR346C	YLR346C
YLR349W	YLR349W
YLR352W	YLR352W
YLR356W	YLR356W
YLR364W	YLR364W
YLR365W	YLR365W
YLR366W	YLR366W
YLR374C	YLR374C
YLR391W	YLR391W
YLR392C	YLR392C
YLR400W	YLR400W
YLR402W	YLR402W
YLR404W	YLR404W
YLR407W	YLR407W
YLR408C	YLR408C
YLR412W	YLR412W
YLR413W	YLR413W
YLR414C	YLR414C
YLR415C	YLR415C
YLR416C	YLR416C
YLR422W	YLR422W
YLR426W	YLR426W
YLR428C	YLR428C
YLR434C	YLR434C
YLR437C	YLR437C
YLR444C	YLR444C
YLR445W	YLR445W
YLR446W	YLR446W
YLR455W	YLR455W
YLR455W	YLR455W
YLR456W	YLR456W
YLR460C	YLR460C
YPR058W	YMC1
YBR104W	YMC2
YML038C	YMD8
YPR024W	YME1
YMR302C	YME2
YML002W	YML002W
YML003W	YML003W
YML010C-B	YML010C-B
YML013C-A	YML013C-A
YML018C	YML018C
YML020W	YML020W
YML030W	YML030W
YML030W	YML030W
YML030W	YML030W
YML030W	YML030W
YML030W	YML030W
YML030W	YML030W
YML030W	YML030W
YML033W	YML033W
YML035C-A	YML035C-A
YML037C	YML037C
YML048W-A	YML048W-A
YML050W	YML050W
YML053C	YML053C
YML058C-A	YML058C-A
YML090W	YML090W
YML096W	YML096W
YML100W-A	YML100W-A
YML102C-A	YML102C-A
YML108W	YML108W
YML117W-A	YML117W-A
YML119W	YML119W
YML122C	YML122C
YML131W	YML131W
YMR003W	YMR003W
YMR007W	YMR007W
YMR010W	YMR010W
YMR018W	YMR018W
YMR027W	YMR027W
YMR031C	YMR031C
YMR031W-A	YMR031W-A
YMR034C	YMR034C
YMR041C	YMR041C
YMR052C-A	YMR052C-A
YMR057C	YMR057C
YMR074C	YMR074C
YMR075C-A	YMR075C-A
YMR085W	YMR085W
YMR086C-A	YMR086C-A
YMR086W	YMR086W
YMR087W	YMR087W
YMR099C	YMR099C
YJR110W	YMR1
YMR102C	YMR102C
YMR103C	YMR103C
YMR111C	YMR111C
YMR114C	YMR114C
YMR118C	YMR118C
YMR119W-A	YMR119W-A
YMR122C	YMR122C
YMR124W	YMR124W
YMR130W	YMR130W
YMR135W-A	YMR135W-A
YMR141C	YMR141C
YMR144W	YMR144W
YMR147W	YMR147W
YMR148W	YMR148W
YMR153C-A	YMR153C-A
YMR155W	YMR155W
YMR158C-B	YMR158C-B
YMR158W-A	YMR158W-A
YMR160W	YMR160W
YMR166C	YMR166C
YMR171C	YMR171C
YMR172C-A	YMR172C-A
YMR173W-A	YMR173W-A
YMR178W	YMR178W
YMR181C	YMR181C
YMR187C	YMR187C
YMR193C-A	YMR193C-A
YMR194C-A	YMR194C-A
YMR196W	YMR196W
YMR206W	YMR206W
YMR206W	YMR206W
YMR206W	YMR206W
YMR206W	YMR206W
YMR206W	YMR206W
YMR206W	YMR206W
YMR206W	YMR206W
YMR209C	YMR209C
YMR210W	YMR210W
YMR233W	YMR233W
YMR244C-A	YMR244C-A
YMR244W	YMR244W
YMR245W	YMR245W
YMR252C	YMR252C
YMR253C	YMR253C
YMR254C	YMR254C
YMR258C	YMR258C
YMR259C	YMR259C
YMR262W	YMR262W
YMR265C	YMR265C
YMR278W	YMR278W
YMR279C	YMR279C
YMR291W	YMR291W
YMR294W-A	YMR294W-A
YMR295C	YMR295C
YMR304C-A	YMR304C-A
YMR306C-A	YMR306C-A
YFR049W	YMR31
YMR310C	YMR310C
YMR315W	YMR315W
YMR316C-A	YMR316C-A
YMR316C-B	YMR316C-B
YMR317W	YMR317W
YMR320W	YMR320W
YMR326C	YMR326C
YER005W	YND1
YOR064C	YNG1
YKL067W	YNK1
YNL010W	YNL010W
YNL011C	YNL011C
YNL011C	YNL011C
YNL011C	YNL011C
YNL011C	YNL011C
YNL011C	YNL011C
YNL011C	YNL011C
YNL011C	YNL011C
YNL013C	YNL013C
YNL022C	YNL022C
YNL024C	YNL024C
YNL028W	YNL028W
YNL034W	YNL034W
YNL035C	YNL035C
YNL040W	YNL040W
YNL043C	YNL043C
YNL045W	YNL045W
YNL046W	YNL046W
YNL050C	YNL050C
YNL057W	YNL057W
YNL058C	YNL058C
YNL086W	YNL086W
YNL089C	YNL089C
YNL092W	YNL092W
YNL095C	YNL095C
YNL100W	YNL100W
YNL105W	YNL105W
YNL108C	YNL108C
YNL109W	YNL109W
YNL115C	YNL115C
YNL120C	YNL120C
YNL122C	YNL122C
YNL134C	YNL134C
YNL140C	YNL140C
YNL143C	YNL143C
YNL144C	YNL144C
YNL146W	YNL146W
YNL155W	YNL155W
YNL165W	YNL165W
YNL170W	YNL170W
YNL176C	YNL176C
YNL187W	YNL187W
YNL190W	YNL190W
YNL193W	YNL193W
YNL194C	YNL194C
YNL195C	YNL195C
YNL196C	YNL196C
YNL198C	YNL198C
YNL200C	YNL200C
YNL203C	YNL203C
YNL205C	YNL205C
YNL208W	YNL208W
YNL211C	YNL211C
YNL217W	YNL217W
YNL226W	YNL226W
YNL228W	YNL228W
YNL234W	YNL234W
YNL266W	YNL266W
YNL274C	YNL274C
YNL285W	YNL285W
YNL295W	YNL295W
YNL296W	YNL296W
YNL300W	YNL300W
YNL303W	YNL303W
YNL305C	YNL305C
YNL319W	YNL319W
YNL320W	YNL320W
YNL321W	YNL321W
YNL324W	YNL324W
YNL338W	YNL338W
YNR004W	YNR004W
YNR005C	YNR005C
YNR014W	YNR014W
YNR018W	YNR018W
YNR020C	YNR020C
YNR021W	YNR021W
YNR024W	YNR024W
YNR025C	YNR025C
YNR029C	YNR029C
YNR040W	YNR040W
YNR042W	YNR042W
YNR047W	YNR047W
YNR048W	YNR048W
YNR061C	YNR061C
YNR062C	YNR062C
YNR063W	YNR063W
YNR064C	YNR064C
YNR066C	YNR066C
YNR071C	YNR071C
YNR073C	YNR073C
YOL013W-A	YOL013W-A
YOL014W	YOL014W
YOL019W	YOL019W
YOL024W	YOL024W
YOL029C	YOL029C
YOL035C	YOL035C
YOL036W	YOL036W
YOL037C	YOL037C
YOL046C	YOL046C
YOL047C	YOL047C
YOL048C	YOL048C
YOL053C-A	YOL053C-A
YOL053W	YOL053W
YOL057W	YOL057W
YOL073C	YOL073C
YOL075C	YOL075C
YOL079W	YOL079W
YOL083W	YOL083W
YOL085C	YOL085C
YOL087C	YOL087C
YOL092W	YOL092W
YOL098C	YOL098C
YOL099C	YOL099C
YOL106W	YOL106W
YOL107W	YOL107W
YOL114C	YOL114C
YOL118C	YOL118C
YOL131W	YOL131W
YOL150C	YOL150C
YOL153C	YOL153C
YOL159C	YOL159C
YOL160W	YOL160W
YOL162W	YOL162W
YOL163W	YOL163W
YPR028W	YOP1
YOR006C	YOR006C
YOR008C-A	YOR008C-A
YOR012W	YOR012W
YOR013W	YOR013W
YOR015W	YOR015W
YOR019W	YOR019W
YOR021C	YOR021C
YOR022C	YOR022C
YOR024W	YOR024W
YOR029W	YOR029W
YOR050C	YOR050C
YOR051C	YOR051C
YOR052C	YOR052C
YOR053W	YOR053W
YOR055W	YOR055W
YOR059C	YOR059C
YOR062C	YOR062C
YOR066W	YOR066W
YOR072W	YOR072W
YOR082C	YOR082C
YOR084W	YOR084W
YOR088W	YOR088W
YOR093C	YOR093C
YOR097C	YOR097C
YGR281W	YOR1
YOR105W	YOR105W
YOR111W	YOR111W
YOR112W	YOR112W
YOR114W	YOR114W
YOR121C	YOR121C
YOR129C	YOR129C
YOR131C	YOR131C
YOR135C	YOR135C
YOR139C	YOR139C
YOR152C	YOR152C
YOR164C	YOR164C
YOR170W	YOR170W
YOR175C	YOR175C
YOR186W	YOR186W
YOR214C	YOR214C
YOR215C	YOR215C
YOR223W	YOR223W
YOR225W	YOR225W
YOR227W	YOR227W
YOR228C	YOR228C
YOR235W	YOR235W
YOR238W	YOR238W
YOR240W	YOR240W
YOR246C	YOR246C
YOR248W	YOR248W
YOR251C	YOR251C
YOR263C	YOR263C
YOR268C	YOR268C
YOR277C	YOR277C
YOR283W	YOR283W
YOR285W	YOR285W
YOR289W	YOR289W
YOR291W	YOR291W
YOR292C	YOR292C
YOR296W	YOR296W
YOR300W	YOR300W
YOR300W	YOR300W
YOR302W	YOR302W
YOR304C-A	YOR304C-A
YOR309C	YOR309C
YOR309C	YOR309C
YOR314W	YOR314W
YOR318C	YOR318C
YOR325W	YOR325W
YOR333C	YOR333C
YOR338W	YOR338W
YOR342C	YOR342C
YOR343C	YOR343C
YOR345C	YOR345C
YOR352W	YOR352W
YOR356W	YOR356W
YOR364W	YOR364W
YOR365C	YOR365C
YOR366W	YOR366W
YOR376W	YOR376W
YOR378W	YOR378W
YOR379C	YOR379C
YOR385W	YOR385W
YDR057W	YOS9
YML027W	YOX1
YBR183W	YPC1
YMR104C	YPK2
YPL009C	YPL009C
YPL014W	YPL014W
YPL025C	YPL025C
YPL033C	YPL033C
YPL034W	YPL034W
YPL035C	YPL035C
YPL039W	YPL039W
YPL041C	YPL041C
YPL056C	YPL056C
YPL062W	YPL062W
YPL066W	YPL066W
YPL067C	YPL067C
YPL068C	YPL068C
YPL071C	YPL071C
YPL073C	YPL073C
YPL080C	YPL080C
YPL088W	YPL088W
YPL102C	YPL102C
YPL105C	YPL105C
YPL107W	YPL107W
YPL108W	YPL108W
YPL109C	YPL109C
YPL113C	YPL113C
YPL114W	YPL114W
YPL136W	YPL136W
YPL141C	YPL141C
YPL150W	YPL150W
YPL158C	YPL158C
YPL162C	YPL162C
YPL168W	YPL168W
YPL182C	YPL182C
YPL183C	YPL183C
YPL185W	YPL185W
YPL191C	YPL191C
YPL197C	YPL197C
YPL199C	YPL199C
YPL205C	YPL205C
YPL206C	YPL206C
YPL216W	YPL216W
YPL225W	YPL225W
YPL229W	YPL229W
YPL230W	YPL230W
YPL236C	YPL236C
YPL245W	YPL245W
YPL247C	YPL247C
YPL257W	YPL257W
YPL260W	YPL260W
YPL261C	YPL261C
YPL264C	YPL264C
YPL272C	YPL272C
YPR003C	YPR003C
YPR004C	YPR004C
YPR011C	YPR011C
YPR012W	YPR012W
YPR013C	YPR013C
YPR014C	YPR014C
YPR015C	YPR015C
YPR022C	YPR022C
YPR027C	YPR027C
YPR038W	YPR038W
YPR039W	YPR039W
YPR044C	YPR044C
YPR050C	YPR050C
YPR053C	YPR053C
YPR059C	YPR059C
YPR063C	YPR063C
YPR064W	YPR064W
YPR071W	YPR071W
YPR076W	YPR076W
YPR077C	YPR077C
YPR078C	YPR078C
YPR084W	YPR084W
YPR089W	YPR089W
YPR090W	YPR090W
YPR091C	YPR091C
YPR092W	YPR092W
YPR096C	YPR096C
YPR097W	YPR097W
YPR098C	YPR098C
YDR368W	YPR1
YPR109W	YPR109W
YPR114W	YPR114W
YPR115W	YPR115W
YPR117W	YPR117W
YPR118W	YPR118W
YPR123C	YPR123C
YPR126C	YPR126C
YPR127W	YPR127W
YPR130C	YPR130C
YPR146C	YPR146C
YPR147C	YPR147C
YPR148C	YPR148C
YPR150W	YPR150W
YPR153W	YPR153W
YPR157W	YPR157W
YPR158W	YPR158W
YPR170C	YPR170C
YPR172W	YPR172W
YPR174C	YPR174C
YPR195C	YPR195C
YPR196W	YPR196W
YPR197C	YPR197C
YLR120C	YPS1
YLR121C	YPS3
YGL259W	YPS5
YIR039C	YPS6
YIR039C	YPS6
YIR039C	YPS6
YIR039C	YPS6
YIR039C	YPS6
YIR039C	YPS6
YIR039C	YPS6
YDR349C	YPS7
YBR264C	YPT10
YNL304W	YPT11
YER031C	YPT31
YGL210W	YPT32
YHR105W	YPT35
YKR014C	YPT52
YNL093W	YPT53
YLR262C	YPT6
YML001W	YPT7
YKL214C	YRA2
YGL164C	YRB30
YNL339C	YRF1-6
YOR172W	YRM1
YBR054W	YRO2
YOR162C	YRR1
YBR111C	YSA1
YHR017W	YSC83
YHR016C	YSC84
YNR065C	YSN1
YHR155W	YSP1
YDR326C	YSP2
YOR003W	YSP3
YKR053C	YSR3
YBR148W	YSW1
YBR162W-A	YSY6
YPL074W	YTA6
YGR270W	YTA7
YNL237W	YTP1
YJR099W	YUH1
YJL139C	YUR1
YOR087W	YVC1
YMR273C	ZDS1
YML109W	ZDS2
YOL109W	ZEO1
YDR285W	ZIP1
YGL249W	ZIP2
YMR243C	ZRC1
YNR039C	ZRG17
YER033C	ZRG8
YGL255W	ZRT1
YLR130C	ZRT2
YKL175W	ZRT3
YKL175W	ZRT3
YKL175W	ZRT3
YKL175W	ZRT3
YKL175W	ZRT3
YKL175W	ZRT3
YKL175W	ZRT3
YBR287W	ZSP1
YBR046C	ZTA1
YNL241C	ZWF1
